age_years,sqft,rooms,bedrooms,bathrooms,pool,garage,zip_median_income,dist_transit_ft,trust_score,house_value
42.8,2322,7,4,3,0,0,52055,1696,7,809769
17.0,1950,5,3,2,0,0,40000,2119,4,693975
75.9,1864,4,2,1,0,1,40000,1522,5,461119
43.4,2471,5,3,2,0,0,52953,1891,4,961838
33.3,3163,9,4,3,0,1,53840,936,7,1124798
33.6,920,2,1,1,0,0,47653,2093,5,708082
43.4,1362,3,2,1,0,0,75574,1062,9,726834
74.1,1752,5,3,2,0,0,86284,8445,6,766312
23.0,1655,5,2,2,0,1,70402,487,8,794082
71.4,3269,8,5,3,0,1,65538,3159,4,924643
58.6,2158,6,4,2,0,1,83898,1572,6,966101
59.3,590,2,1,1,0,1,44070,1331,6,431166
14.1,2551,6,4,2,0,0,40000,1971,6,1136149
11.9,2257,7,4,3,0,1,55271,4666,5,1173784
85.0,1492,4,2,2,0,0,71721,1074,6,637705
37.8,2363,6,4,2,0,1,45231,2280,5,978764
39.9,2584,7,4,3,0,0,51986,1640,6,1260316
51.9,3019,8,5,3,0,0,63592,2348,7,1001702
51.3,3018,8,5,3,0,1,51623,3812,6,1001082
42.6,1191,3,2,1,0,0,82517,1325,9,1035609
47.6,3582,8,5,3,0,1,103059,5879,7,1305013
41.4,1583,4,2,2,0,0,95246,885,10,750980
19.3,1930,4,3,1,0,0,58500,3974,5,644953
44.1,2942,7,4,3,0,0,70377,1332,7,1317775
60.0,1916,4,2,1,0,0,47634,577,6,1014724
32.8,3693,8,5,3,0,0,48306,1291,5,1336932
83.6,1943,5,3,2,0,0,76943,1561,7,809228
32.0,1052,3,2,1,0,0,50863,1054,7,328406
34.7,3091,7,4,3,0,1,46366,940,6,941245
8.1,1519,3,2,1,0,0,51322,3301,6,943568
25.7,4460,9,5,3,0,1,40000,2834,6,1500000
42.7,3243,8,5,3,0,1,59224,2020,4,1311765
25.4,3392,7,4,2,0,0,65169,4796,6,1025900
30.3,3413,8,4,2,0,1,106808,8272,7,1442389
23.4,1992,5,3,2,0,1,71604,2682,8,1061702
27.7,1944,5,3,2,0,0,63800,5901,6,854752
27.3,1435,4,3,1,0,1,60893,2124,7,858314
56.6,1536,3,2,1,0,0,40000,4283,5,730424
45.5,1593,5,3,2,0,1,102770,1122,10,543840
24.7,1274,4,2,2,0,0,40000,5112,4,884288
37.1,2301,5,3,2,0,1,61711,2882,7,1064582
68.7,2825,6,4,2,0,0,103194,476,8,1274746
15.7,1927,5,3,2,0,1,40000,2069,6,823047
46.8,846,2,1,1,1,0,102521,1078,9,688895
33.2,3470,7,4,2,1,1,63937,1079,7,1318973
8.4,1438,4,1,1,0,1,109597,1736,8,939117
30.2,2279,7,4,3,0,0,56447,701,6,1385934
32.5,987,2,1,1,0,1,89967,2165,8,697892
30.7,1605,4,2,1,0,1,89217,3293,8,862973
59.7,1329,4,2,2,0,0,79454,1107,7,659309
19.2,2022,5,3,1,0,1,60543,1294,7,1120828
17.5,2604,6,3,2,0,0,55798,2586,6,800533
23.7,744,3,2,1,0,0,76259,668,8,399367
64.2,3167,8,5,3,0,1,62820,741,5,958297
38.6,3686,8,5,3,0,1,46328,3368,5,1194053
29.2,2320,5,3,2,0,0,59106,1263,6,631685
46.5,2784,6,4,2,0,1,79401,1571,7,1500000
50.6,868,3,2,1,0,0,40000,895,7,701004
42.6,2280,5,2,1,0,1,45893,1817,6,967112
48.6,1723,3,2,1,0,1,40000,646,5,728336
11.3,1842,4,2,1,0,0,57709,811,6,964986
17.8,2554,5,3,2,0,0,70015,2257,8,963560
43.8,2422,8,5,3,0,0,50884,5316,5,673625
18.3,2141,4,2,1,0,0,61137,1836,6,716886
47.7,1767,5,3,2,0,0,75161,964,7,728884
71.2,1338,3,1,1,0,0,80403,3203,10,603732
35.8,1094,2,1,1,0,0,74973,2797,8,804911
19.2,1578,4,2,1,0,0,62132,976,6,733995
38.2,1647,3,2,1,0,0,76524,3388,6,1060194
35.7,1349,3,2,1,0,0,87003,839,9,996331
31.7,1334,3,2,1,0,0,108985,2215,9,963020
37.1,2926,7,4,3,0,0,45252,2323,4,994412
56.0,2864,8,5,3,0,1,40000,1416,6,778423
49.6,3634,8,5,3,0,1,52696,1481,5,1016985
29.1,3024,8,5,3,0,0,44249,2737,7,1117304
12.1,3142,8,5,3,0,1,79476,7693,6,922691
12.0,1276,3,2,1,0,0,53429,3076,6,1035761
33.8,1328,2,1,1,0,0,99447,1921,8,849431
16.8,1848,5,3,2,0,1,81190,523,8,1140560
10.7,2960,7,4,3,0,1,40000,2156,6,1294655
61.2,2238,5,3,2,0,0,80834,2679,7,756478
21.9,1894,5,3,2,0,1,72234,1314,7,1472648
24.1,740,2,1,1,0,0,125499,1958,9,776271
48.6,1955,5,2,1,0,1,57494,3027,6,928569
46.5,1786,5,3,2,0,0,133469,1098,10,934951
11.3,2190,5,3,2,0,0,57404,9044,5,955220
23.3,2301,6,4,2,0,0,73899,4724,7,1070123
17.3,1711,5,3,2,0,0,63842,2409,7,1006721
25.0,1582,3,2,1,0,0,57514,1427,6,801932
44.3,1579,3,2,1,0,0,40000,1922,5,990023
95.5,1773,5,3,2,0,0,75031,1322,7,750203
22.8,3524,8,5,3,0,0,76668,1078,7,1265096
30.0,1623,5,3,2,0,1,72747,824,8,999886
39.8,2537,6,4,2,0,1,103888,2102,7,1194424
39.1,1853,5,3,2,0,1,40000,2835,4,975376
64.3,3314,7,4,3,0,1,40000,2126,6,1017555
57.8,2166,5,3,2,0,0,72440,4270,6,1212043
40.7,1153,2,1,1,0,0,78226,864,7,488995
61.6,1692,3,2,1,0,1,41244,1186,5,682004
64.5,1575,3,2,1,0,0,55334,1140,5,760764
32.9,1282,4,2,2,0,0,48167,1941,5,650890
53.5,1653,3,2,1,0,1,59101,1727,7,603283
50.8,1978,5,3,2,0,0,40000,2585,6,931243
52.0,2914,6,4,2,0,1,49788,2765,6,1293165
22.2,2562,6,4,2,0,1,40000,2859,6,774438
23.9,2110,5,3,2,0,1,88105,966,9,755297
15.7,2693,7,4,2,0,1,56006,4698,5,1080626
43.0,1420,5,3,2,0,1,41714,2469,5,909499
27.9,2346,6,3,2,0,0,52804,3466,7,1085686
41.8,3435,8,5,3,0,1,67425,1434,7,1072975
44.6,1705,5,3,2,0,0,61839,1902,7,891030
54.9,1916,3,2,1,0,1,84657,1654,8,604550
88.7,1572,3,2,1,0,0,61322,4811,6,664122
9.4,1925,3,2,1,0,1,78160,1910,7,917063
10.8,3514,8,5,3,0,1,51101,1513,7,1405376
55.3,2341,5,3,2,0,0,48130,3771,5,1063917
40.9,2009,5,3,2,0,1,80823,1426,7,1032152
35.5,3003,6,4,2,0,0,78869,2192,7,953599
45.6,2191,5,3,2,0,0,85446,1896,8,810939
56.2,1645,4,2,2,0,0,40877,1523,5,699889
43.7,2945,7,4,3,1,1,70616,697,9,1155278
43.7,1579,3,2,1,0,0,46501,1154,6,783468
66.5,2885,6,4,2,0,1,54861,1316,7,1114526
33.6,2063,4,2,1,0,1,50798,1963,6,1037548
76.9,4127,9,5,3,0,0,44322,2026,5,1326133
52.7,3130,7,4,2,0,1,40000,4097,5,958028
36.7,2034,4,3,1,0,0,51031,558,6,1021942
18.4,619,3,1,1,0,0,45889,1359,6,626216
39.8,4526,9,5,3,0,1,128626,889,9,1500000
33.4,1921,5,3,2,0,1,148979,2031,9,917347
43.6,2232,8,5,3,0,1,40000,1714,4,807634
42.4,1850,5,3,2,0,0,89658,2372,7,867895
49.9,1415,3,2,1,0,0,106219,1208,7,626004
31.9,2724,7,4,3,0,1,52118,2286,6,1017555
53.4,1828,5,3,2,1,0,87305,4263,7,817344
99.7,1364,4,2,1,0,0,70393,767,7,636415
30.6,1745,3,2,1,0,1,47876,2474,5,787715
12.6,1628,4,2,1,0,0,40000,4922,4,758619
51.7,1974,5,3,2,0,1,69992,2712,6,856871
43.1,2110,6,4,2,0,0,40000,3034,5,912519
25.7,2229,9,5,4,0,0,63371,1272,5,692701
75.9,1978,5,3,2,0,0,92025,2391,9,745053
40.7,987,2,1,1,0,0,42273,3864,5,720136
38.8,2067,4,2,2,0,0,62895,3119,6,1130838
74.3,2480,5,3,2,0,1,68219,4628,6,971439
39.7,2120,5,3,2,0,0,41615,3128,4,658307
49.4,3648,8,5,3,0,1,54952,1194,6,1045192
29.0,1741,4,2,2,0,0,86482,1577,8,910179
19.2,1502,4,2,1,0,0,62184,1101,5,735625
36.1,2981,7,4,2,0,0,49210,4192,4,1068399
16.7,1598,5,2,1,0,1,67375,642,7,978418
106.0,1322,3,2,1,0,1,102396,1393,10,910606
78.4,2231,5,3,2,0,0,50994,1066,7,840358
46.7,1458,3,2,1,0,1,40000,4048,6,589920
51.1,3695,8,4,3,0,0,68006,761,7,1121492
23.4,2658,7,4,3,0,1,40000,1203,6,1212963
31.1,1668,5,3,2,0,0,45614,4968,5,401891
38.4,1420,4,2,1,0,0,105412,5470,8,683442
64.5,1113,3,2,1,0,0,74696,2481,8,621205
70.3,1911,5,3,2,1,1,59728,2399,7,1158385
33.4,2710,5,3,2,0,0,40000,1787,7,1034655
48.0,2999,6,4,2,0,1,47038,2393,5,906941
41.9,2818,5,3,2,0,0,43026,431,5,973589
50.4,3663,8,5,3,0,0,53057,1867,6,1243154
43.7,4638,10,5,3,0,1,40000,2413,5,1308776
59.5,3567,8,5,3,0,1,66069,3226,6,1500000
64.8,2974,9,5,4,0,0,57052,2461,6,1061739
14.1,2373,5,3,2,0,0,40000,6310,4,774148
46.6,2078,5,3,1,0,0,104550,1590,8,915241
54.6,1377,3,2,1,0,0,61363,824,8,543816
60.9,2687,7,4,3,0,0,54031,1720,7,950818
44.0,1660,3,2,1,0,0,40000,365,6,766359
33.3,1084,3,2,1,0,0,41882,1666,5,690714
41.3,962,3,1,1,0,1,40000,1029,6,675054
36.1,2131,5,3,2,0,1,44848,1016,7,1027868
36.0,1532,5,3,2,0,0,62329,1681,7,647623
83.2,2173,5,3,2,0,1,54460,1128,7,1132783
80.8,1280,3,2,1,0,0,52247,2272,6,728468
51.2,1000,2,1,1,0,0,53199,4958,5,809050
29.4,3522,8,5,3,0,0,52382,6136,6,1344128
28.8,2579,6,4,2,0,1,52381,2945,6,1172358
43.8,3863,8,5,3,0,0,156105,1879,9,1500000
17.6,2863,6,4,2,0,1,46205,965,5,1053960
43.8,1260,3,1,1,0,0,60454,2828,7,715857
45.9,3374,8,5,3,0,1,84130,2074,7,1232850
11.2,1370,3,2,1,0,0,105085,2606,8,913814
19.2,3895,9,5,4,0,0,45867,4823,4,1257800
26.3,1412,3,1,1,0,0,40000,1426,4,640407
22.6,1416,5,3,2,0,0,80744,1032,9,767231
48.8,2607,6,4,2,0,1,64068,1452,7,961700
53.4,1281,4,2,2,0,0,102618,5766,9,467826
68.9,4139,8,5,3,0,1,91210,1048,10,1500000
22.3,916,4,2,2,0,0,45028,5182,5,504469
15.6,3183,7,4,2,0,1,44086,927,7,1376086
68.6,1866,5,3,2,0,0,45418,3183,6,588721
59.1,2358,6,4,2,0,0,49865,1242,6,860709
45.1,1415,3,1,1,0,0,65242,2128,7,545727
25.8,2569,5,3,2,0,0,101328,1290,8,1260917
44.4,2744,6,4,2,0,0,63550,2543,7,898124
24.4,3129,9,5,4,0,1,90308,5808,7,1133348
57.6,1261,4,2,2,0,0,62232,7054,5,928228
42.9,4395,8,5,3,0,0,107619,2001,9,1500000
19.9,4071,8,5,3,0,1,88731,1508,7,1500000
35.0,2411,5,3,1,0,1,70509,3282,7,907030
19.8,1753,4,2,2,0,0,62920,5595,7,711772
35.2,1988,5,3,2,0,1,49527,2642,7,1098445
49.7,2538,6,4,2,0,1,40000,1519,5,1067116
33.8,1357,3,1,1,0,1,108057,4411,7,989927
12.7,1617,3,2,1,0,0,94682,2020,8,1219313
21.2,1553,4,2,1,0,0,157612,5322,10,904916
23.1,1277,2,1,1,1,1,124443,1705,10,1032183
22.7,2178,5,3,2,0,1,70538,1785,6,1331150
61.9,3122,6,4,2,0,1,46699,1020,5,1369224
57.2,1849,5,3,2,0,0,67759,1730,7,466684
46.0,1968,5,3,2,0,0,64258,1308,8,727917
41.5,2450,5,3,2,0,1,45085,1245,7,1329347
39.7,2201,5,3,2,0,0,40000,617,7,745365
29.6,2520,7,4,3,0,1,73077,1960,6,1022790
41.7,2012,5,3,2,0,0,40000,1763,6,1045897
19.6,2559,5,3,2,0,0,59261,4627,5,1042825
26.9,2408,5,3,2,0,1,40000,1878,6,891051
75.0,1187,4,2,2,0,0,65288,1102,7,601917
40.1,1488,4,2,1,0,0,40000,3284,5,776856
13.8,1742,5,3,2,0,1,50496,1756,6,892091
63.3,3434,8,5,3,0,1,83634,485,8,1196460
43.3,1459,3,2,1,0,0,117432,2747,10,945962
42.1,1444,4,2,2,0,0,40000,1394,5,729463
15.9,3472,9,5,4,0,1,80162,2017,8,1408994
54.8,2773,8,5,3,0,0,63009,2134,6,982317
47.0,3807,8,5,2,0,1,52302,4629,5,1171427
21.4,999,2,1,1,0,0,84151,3182,7,702644
14.0,2022,5,3,2,0,1,40000,1726,7,1035580
38.8,1869,5,3,2,0,0,49920,2594,7,1050474
59.7,877,2,1,1,0,0,40888,316,6,926899
68.4,4131,9,5,3,0,1,40000,1355,5,1414172
62.9,2179,6,4,2,0,0,43075,1491,4,1193671
21.9,881,2,1,1,0,0,86665,1099,8,547197
33.7,3225,8,5,3,0,0,90828,2350,8,1106006
30.1,4841,10,5,3,0,1,40000,1211,4,1500000
78.5,1640,5,3,2,0,0,40000,975,6,577111
19.8,2824,6,4,2,0,0,81088,2019,8,1034896
38.9,2618,6,4,2,0,0,72599,5387,8,918305
47.8,5000,10,5,3,0,1,73296,7020,7,1461364
33.0,5000,10,5,3,1,1,48828,1482,6,1500000
50.6,1290,5,3,2,0,0,80080,2590,6,734671
39.4,4053,8,5,3,0,1,115542,420,10,1483372
66.8,1487,3,2,1,0,0,69696,1951,4,909077
48.3,2654,6,3,2,0,1,52789,1148,7,1078189
8.9,2042,5,2,1,0,0,82398,1713,6,1092698
28.3,1168,3,2,1,0,0,57122,254,8,558867
41.3,1946,5,3,1,0,0,77376,4603,6,849939
25.9,1350,3,2,1,0,0,80471,1985,8,558134
47.5,1909,5,3,2,0,1,51703,949,7,832112
23.2,1489,4,1,1,0,0,49637,1251,4,722989
13.1,2194,5,3,2,0,1,61906,4046,6,872631
30.1,3209,8,5,3,0,1,51646,2029,4,1014120
47.5,1829,5,3,2,0,1,88728,1437,8,1043830
66.3,1771,6,4,2,0,0,57105,1653,6,987232
41.9,2549,7,4,3,0,1,80729,3783,6,1165414
29.8,1569,3,2,1,0,0,42626,2093,7,892387
64.1,1748,3,2,1,0,1,40000,3125,5,666719
26.2,3191,7,4,3,0,1,109881,2429,10,1168487
30.4,2088,4,2,1,0,1,79948,2099,8,754786
92.2,2324,5,3,2,0,1,50112,1249,5,879689
35.4,2648,7,4,3,0,1,63367,2691,5,1106510
54.3,4761,8,5,3,0,1,61324,1887,4,1221840
42.5,1514,4,2,2,0,0,50664,2329,6,482487
14.3,1637,5,3,2,0,0,63337,1737,7,917477
48.8,2731,7,4,3,0,0,40000,2406,6,996087
67.9,1624,4,2,2,0,0,60688,1918,6,706861
35.4,1759,5,3,2,0,0,70384,2847,7,1093928
33.9,3849,8,5,3,0,1,70916,3508,6,1211878
43.9,1718,6,3,3,0,0,73355,1333,7,936119
32.5,1455,4,2,2,0,0,76634,3852,7,975991
20.7,950,4,2,2,0,1,41485,781,5,473332
23.1,1662,5,3,2,0,0,40000,2706,4,1173472
25.5,3238,7,4,3,0,1,46358,3044,5,1211503
18.9,2883,7,4,3,0,0,76410,2518,7,1119837
25.4,1955,7,4,3,0,1,83675,4041,7,819309
38.0,2054,5,3,2,0,0,63126,1415,8,852795
19.6,2964,7,4,3,0,1,59750,1467,6,1119505
28.6,1762,4,2,1,0,0,40000,908,5,1373729
23.4,4686,10,5,3,0,1,74660,2454,7,1500000
23.4,2923,8,5,3,0,1,84869,1806,7,1000517
27.4,2261,6,3,2,0,1,61404,1437,6,1083460
42.0,1450,3,2,1,0,0,57668,943,5,762745
24.6,1770,3,2,1,0,0,85828,1328,8,1003478
54.2,3984,9,5,3,0,1,93988,888,7,1300225
44.4,1894,5,3,2,0,0,45097,4871,5,675007
52.8,3111,8,5,3,0,1,40000,2127,5,1017468
22.7,2441,5,3,2,0,1,81622,1594,7,960736
48.2,2545,6,4,2,0,0,59261,1577,6,1228257
24.6,2847,5,3,2,0,1,60166,1541,6,1349120
55.2,1651,5,3,1,1,1,77894,2122,8,692618
52.7,2183,5,3,2,0,0,62320,579,7,1054867
27.5,3528,6,4,2,0,1,40000,1006,7,1359341
31.8,2396,5,3,2,0,0,70917,1188,6,945886
37.6,2469,5,3,2,0,0,68496,606,6,947404
12.4,2194,6,4,2,0,0,50204,716,7,803089
16.8,718,2,1,1,0,0,62883,1337,8,365538
47.5,4219,8,5,3,0,0,91947,2084,8,1233249
31.2,3517,8,5,3,0,1,71053,498,8,1500000
33.1,5000,10,5,3,0,1,85165,1210,9,1500000
32.9,1793,4,2,1,0,0,69392,1587,6,897743
50.6,3394,6,4,2,0,1,60963,1094,7,1500000
38.4,1443,4,2,2,0,0,103582,1947,10,890149
53.3,4458,9,5,3,0,0,60793,1663,7,1428831
45.8,1878,6,4,2,0,0,40000,1575,6,935426
41.1,1554,5,3,2,0,0,65465,1796,6,852859
31.7,5000,10,5,3,0,1,79663,1282,8,1500000
52.4,1816,5,3,2,0,1,55541,7366,3,705588
59.3,3382,6,4,2,0,1,67375,1718,8,1340501
47.2,1760,5,2,1,0,0,75607,4513,5,767049
23.7,2024,5,3,2,0,0,80806,1865,7,772867
49.3,1179,3,1,1,0,0,40000,775,6,568038
47.8,2364,6,4,2,0,1,77233,1004,7,718135
53.2,3081,7,4,3,0,1,64173,2417,5,1189054
11.5,1637,4,2,2,0,0,102571,6159,6,786741
60.7,1946,4,3,1,0,1,74938,2073,6,741127
40.6,2681,6,4,2,0,0,78302,2313,7,908586
49.6,2794,6,4,2,1,1,45492,2911,6,1178722
22.2,2590,6,3,2,0,0,61972,875,8,1118806
50.0,5000,10,5,3,0,1,87108,1139,8,1500000
92.6,1987,5,3,2,0,0,61096,1195,6,791319
30.3,2076,7,4,3,0,1,101392,2158,8,1080846
67.2,2797,7,4,3,0,0,45622,873,7,824849
13.5,1747,5,3,2,0,1,40000,1857,4,885343
39.9,1705,4,2,1,0,0,53820,1824,7,683871
27.5,2075,5,3,2,0,0,40000,1496,5,741551
28.3,2605,7,4,3,0,0,70469,2215,7,1283241
19.5,2480,5,3,2,0,0,41651,1123,5,1082692
59.8,2124,4,3,1,0,1,46990,2611,4,1031706
51.2,3573,8,5,3,0,1,59129,2158,7,1500000
31.5,2538,6,4,2,0,0,46209,1445,6,1240009
103.4,987,3,2,1,0,0,67280,2597,6,557198
34.6,1570,4,2,1,0,0,80336,1227,7,605567
38.2,1719,4,2,1,0,0,120411,3044,10,690831
30.8,3260,8,5,3,0,0,68479,885,6,1471668
41.3,2755,7,4,3,0,0,80593,2410,8,1059590
73.6,1292,2,1,1,0,0,63813,1397,7,823414
37.8,1755,5,3,2,0,0,40000,1122,6,958838
43.3,1428,5,3,2,0,0,101264,1107,8,616721
77.4,3826,9,5,3,0,0,60545,731,7,1250632
30.1,1168,3,2,1,0,0,50811,1386,7,716199
47.9,2682,5,3,2,0,1,46584,2812,7,1045017
38.9,2242,5,3,2,0,0,40000,628,5,743007
84.3,2885,5,3,2,0,1,40000,2190,6,1101513
24.6,3157,8,5,3,0,0,96420,1442,7,1166651
63.0,2451,5,3,2,0,0,44344,1637,4,1087477
75.1,2223,5,3,2,0,0,99919,1698,8,924450
30.8,2528,6,4,2,0,0,42992,2498,6,1072807
63.8,2371,5,3,2,0,1,91348,1308,9,1145227
35.3,3613,8,5,3,0,1,48681,1714,7,1224150
13.6,4323,8,5,3,0,1,69848,4576,6,1500000
24.8,1714,5,2,2,0,1,41748,924,6,653852
55.4,2494,7,4,3,0,1,61354,2651,7,1033353
59.3,2623,7,4,3,0,0,59464,1541,7,794346
79.4,1814,3,2,1,0,0,82021,3586,6,871292
15.4,1442,3,2,1,0,0,64615,1168,8,1018149
35.9,1742,3,2,1,0,0,70885,2374,7,676127
75.3,1466,3,2,1,0,0,69248,921,8,588413
78.0,2552,5,3,2,0,1,51112,2446,7,1150133
13.1,3405,8,5,3,0,1,61848,701,7,1328055
24.6,1094,3,2,1,0,0,63238,1037,8,838083
24.9,1332,3,1,1,0,0,111340,988,9,1029286
19.4,1789,5,3,2,0,1,78273,1675,7,1014388
42.9,2709,5,3,2,0,0,60134,1193,6,1138962
42.4,3016,9,5,4,0,1,82886,3428,8,1324467
16.5,1605,5,3,2,0,1,56432,2103,5,941243
48.4,2350,5,3,2,0,0,60080,1448,7,1057304
31.1,2992,8,5,3,0,0,40000,2695,5,971744
32.7,1305,4,1,1,0,0,105928,1603,10,871482
71.8,1552,5,3,2,0,0,64641,2493,7,432663
26.3,3376,8,5,3,0,1,62877,1797,6,1155651
31.0,1578,5,3,2,0,1,84408,3456,7,1018882
52.8,2950,7,4,2,0,1,80684,1146,7,1496021
12.9,1060,2,1,1,0,0,43098,3225,5,550825
25.4,1949,4,3,1,0,0,47502,1763,6,901552
47.5,1018,2,1,1,0,0,121443,2283,9,535410
50.0,1186,2,1,1,0,0,42790,878,5,933367
21.7,840,3,1,1,0,0,52546,3936,4,731197
58.0,1663,5,3,2,0,1,50978,2960,8,1117428
11.2,1834,5,3,2,0,0,72546,1123,8,1033834
16.4,3472,8,5,3,0,1,81848,5951,6,1500000
61.8,1493,3,2,1,0,0,56087,2502,6,731638
51.6,2579,6,4,2,0,1,51521,3460,6,972833
19.5,1526,4,2,1,0,1,65176,693,8,864143
37.1,2920,8,5,3,0,0,71150,2156,8,1420116
63.9,1218,5,3,2,0,0,59717,488,6,944159
79.3,1080,3,2,1,0,0,67103,3031,7,719037
31.5,1302,3,2,1,0,1,69537,533,8,869343
38.8,2083,4,2,1,0,0,47658,1629,8,1239536
39.2,2070,5,3,2,1,0,66326,4567,6,1136138
18.7,1878,4,2,1,0,0,65543,7154,5,681692
33.4,913,3,2,1,0,0,123175,567,10,788598
12.9,1419,3,2,1,0,0,41576,950,5,968383
23.2,1877,7,4,3,0,0,53114,1149,8,941871
39.2,791,2,1,1,0,0,58095,1776,7,698649
32.5,1636,4,2,2,0,0,77228,3036,8,847589
13.5,2027,5,3,2,0,0,70123,5223,7,667586
59.7,1580,3,2,1,0,0,78243,836,8,898799
30.1,1733,5,3,2,0,0,53223,929,7,754252
88.6,1653,5,3,2,0,0,77649,4056,7,890144
73.7,3119,7,4,2,0,1,76984,3040,7,1124644
60.3,1942,3,2,1,0,0,46359,2934,7,642927
29.4,1697,4,3,1,0,0,76797,2377,7,577217
28.4,1091,2,1,1,0,0,74830,5691,6,485006
66.2,1611,4,2,2,0,0,79753,1189,9,1202539
62.7,2593,6,4,2,0,0,75025,1731,7,1037829
20.0,2008,3,2,1,0,0,55820,1179,5,942812
24.8,2737,6,4,2,0,0,50070,1777,6,1159259
77.9,2761,6,4,2,0,1,73206,509,8,1127387
63.5,1445,3,2,1,0,0,46746,691,6,358487
27.1,3004,6,4,2,0,1,42459,4523,5,1018172
61.1,843,2,1,1,0,0,46026,3045,6,696635
26.9,1334,3,2,1,0,0,45095,1949,5,749416
43.6,1819,4,2,2,0,0,45847,2947,5,414196
71.5,1687,4,2,1,0,0,44013,1223,5,502362
67.9,2741,7,4,3,0,1,53116,1609,7,1196876
18.5,1514,3,2,1,1,1,87500,2196,7,1135122
32.3,2928,6,4,2,0,1,80131,1387,8,995336
37.1,3409,7,4,3,0,1,40519,1385,5,1194465
29.5,3392,8,5,3,0,1,48844,5947,7,1296768
56.9,2903,7,4,3,0,1,62924,1825,8,1029264
44.9,2088,6,4,2,0,1,46442,3823,5,714061
17.2,1204,3,2,1,0,0,79645,2184,8,919181
40.7,1497,3,2,1,0,1,65518,2567,7,831573
11.9,3962,8,5,3,0,1,40282,544,4,1500000
27.0,1902,4,2,2,0,1,93447,1687,9,1113108
58.2,3750,8,5,3,0,0,56694,1836,7,1057592
7.5,3526,7,4,2,0,0,89032,922,7,1338518
58.8,1269,2,1,1,0,0,149834,853,10,803777
27.1,4694,10,5,3,0,1,50967,2470,4,1230864
39.6,2083,4,3,1,0,0,79338,2234,6,1152045
38.0,1979,5,3,2,0,0,92248,1703,9,784558
22.5,1710,5,3,2,0,0,43960,792,4,765343
50.4,731,3,2,1,0,0,99188,1599,9,928934
33.8,1662,5,3,2,0,1,40938,2029,4,1151728
17.1,3526,8,5,3,1,1,59104,9939,5,1189894
84.2,2075,5,3,2,0,1,61168,1828,7,875119
25.9,1838,4,2,2,0,0,47073,775,6,940469
25.5,1521,4,2,1,0,0,107908,1288,10,906325
73.9,2380,7,4,3,0,0,59356,1291,7,886926
33.7,1361,3,2,1,0,1,55406,2251,5,655683
46.8,1213,3,2,1,0,0,40000,5928,3,758511
39.6,1460,3,2,1,0,1,63957,2278,6,747833
34.2,1669,4,2,1,0,1,73262,1926,6,998254
60.3,1833,4,2,1,0,0,66087,2486,7,628077
4.8,2413,6,4,2,0,1,51768,1842,6,1218410
27.4,3317,8,5,3,0,1,81363,3657,7,1350621
49.5,1514,4,1,1,0,0,94234,7064,5,652172
50.3,1815,5,3,2,0,0,40000,4239,5,794031
72.8,2093,4,3,1,0,1,59621,3498,8,982989
27.5,1598,4,2,2,0,0,108710,3421,7,1232617
21.5,1334,5,3,2,0,0,57739,1678,6,714335
28.4,2436,7,4,3,0,0,81126,2644,7,963607
25.4,1101,3,2,1,0,0,49937,1330,7,525223
58.2,3411,8,5,3,0,1,46697,2329,6,1343660
16.0,1679,3,2,1,0,0,58120,2081,4,690533
65.5,3850,8,5,3,0,1,61403,935,5,1273795
37.1,1973,5,3,2,0,0,99652,1339,10,522335
84.4,2064,5,3,1,0,1,56734,1966,7,915127
67.2,3378,6,4,2,0,1,47881,2799,4,1062253
34.1,3990,8,5,3,0,0,57489,3912,7,1500000
41.3,1440,3,2,1,0,1,81809,1264,8,1267365
61.4,1672,4,2,2,0,1,141098,1603,10,1019546
28.3,2471,6,4,2,0,1,40000,3658,5,439175
87.3,2562,7,4,3,0,0,43714,3278,5,537603
45.1,1981,5,3,2,0,0,90271,1237,7,728896
29.2,2444,6,3,2,0,0,67032,1007,6,1024041
30.4,1000,2,1,1,0,0,67632,1613,7,596545
17.5,2986,8,5,3,0,1,89652,2307,7,1337906
60.0,1608,4,2,2,0,0,57113,5897,5,952828
12.0,3078,8,5,3,0,1,88055,1786,7,1335269
36.4,1585,4,3,1,0,0,91685,6238,6,804870
58.2,3207,6,4,2,0,0,74703,2710,7,1342487
33.0,2220,5,3,2,0,1,40000,599,6,934903
58.8,2041,6,4,2,0,0,48587,1517,5,730576
10.5,2429,5,3,2,0,0,74951,858,6,855871
90.8,975,2,1,1,0,1,60787,2303,5,842678
23.3,2113,5,3,2,0,0,40000,1498,5,1016077
26.1,2171,5,3,2,0,1,40000,2406,5,979119
72.5,1807,4,2,1,0,0,87065,1618,8,817363
28.5,2023,4,3,1,0,0,40000,1815,7,826698
42.5,2533,6,4,2,0,1,40000,2178,4,1180069
40.8,4231,9,5,3,0,1,79426,1066,8,1359425
13.3,1872,5,3,2,1,0,119089,1372,10,1019152
37.8,1517,5,2,1,0,0,50587,2440,6,496271
50.2,1489,3,2,1,0,0,48482,2036,7,765437
40.5,1752,5,3,2,0,0,96687,3180,7,936941
51.5,2881,7,3,2,0,1,56857,1308,6,919189
14.9,1978,4,2,1,0,0,65727,1228,7,1082516
40.4,1245,4,2,1,0,0,102091,2899,8,585689
70.8,2564,7,4,3,1,0,71328,2159,7,1037316
